prefix	name	homepage	description
ANT	Agricultural and Nutrition Technology Ontology		Agricultural ontology for CRP mapping.
APTO	Agriculture Product Types Ontology	https://github.com/AlmesCore/APTO/blob/main/README.md	The Agriculture Product Types Ontology (APTO) is an ontology of types, meaning it does not contain individuals and is intended as a classification system for agricultural commodities price index databases in Brazil. This ontology contains labels and comments in both Portuguese and English. There are two main modules: :Organism and :Product_type. The :Organism class contains subclasses that represent the taxonomy of species related to the production of given product types. It imports taxonomic information from the Global Biodiversity Information Facility (GBIF) Backbone Taxonomy via API. The :Product_type class has six main subclasses organized into major groups: :Inorganic_compound :Animal_product :Plant_product :Raw_product :Processed_product :By-product The :Animal_product and :Plant_product classes include subclasses indicating the type of processing the product has undergone. These subclasses are also children of :Raw_product, :Processed_product, and :By-product. Object Properties APTO defines nine object properties: :has_ingredient and :is_ingredient_of (inverse properties): Indicate that a product type is used in the manufacturing of a processed product type (e.g., :Cow_cheese :has_ingredient :Cow_milk). :derives_from and :derives_in (inverse properties, imported from the Relations Ontology (RO)): Indicate that a product type originates from another product type (e.g., :Cocoa_almond :derives_from :Cocoa). :member_of_taxon (imported from the Biological Collections Ontology (BCO)): Indicates that an organismal entity belongs to a taxon (e.g., :Pacu :member_of_taxon :Piaractus_mesopotamicus). :produced_by and :produces (inverse properties, imported from RO): Indicate that an organismal entity produces a given type of product. For example, :Assai :produced_by :Assai_palm, and :Assai_palm :member_of_taxon :Euterpe_oleracea. If only the final product is listed in commodity databases and the rest of the organism holds no commercial value, the product is linked directly to the taxon (e.g., :Pineapple :produced_by :Ananas_comosus). :residue_of: Indicates that a by-product is the residue of manufacturing another product (e.g., :Whey :residue_of :Cheese). :is_a_hybrid_of: Specific to the :Organism subclasses, indicating a hybrid of two species (e.g., :Citrus_aurantium :is_a_hybrid_of ( :Citrus_reticulata and :Citrus_maxima ))., meaning it does not contain individuals and is intended as a classification system for agricultural commodities price index databases in Brazil. This ontology contains labels and comments in both Portuguese and English. There are two main modules: :Organism and :Product_type. The :Organism class contains subclasses that represent the taxonomy of species related to the production of given product types. It imports taxonomic information from the Global Biodiversity Information Facility (GBIF) Backbone Taxonomy via API. The :Product_type class has six main subclasses organized into major groups: :Inorganic_compound :Animal_product :Plant_product :Raw_product :Processed_product :By-product The :Animal_product and :Plant_product classes include subclasses indicating the type of processing the product has undergone.
AQFO	Aquatic Food Ontology		The Aquatic Food Ontology (AQFO) is currently being developed to enable easy aggregation and analysis of data generated by the CGIAR Initiative on Aquatic Foods. The ontology covers two domains - aquaculture and small scale fisheries. The development of AQFO is currently led by WorldFish and supported by the Alliance of Bioversity and CIAT.
ASCOPAIN-T	Terminology of French bread descriptors		The AsCoPain-T terminology lists and defines the main quality assessment descriptors used by bread-making professionals and those used in scientific studies. It aims at linking professional and scientific terminologies, as language can vary greatly to denote similar processing operations and observations that are made on the dough and bread. The AsCoPain-T terminology is the result of successive efforts: expert knowledge collected by the INRA AsCoPain project first resulted in the definition of the relations between bread-making control variables and the different states of the dough and bread. These relations were implemented into the expert system used to predict the state of the dough throughout the kneading process. The terminology collected during this work was then published in the form of a glossary in a document referenced by the FAO (see http://prodinra.inra.fr/record/48319). The recent adaptation of its content to the semantic web standards now allows unforeseen uses, in particular by applications. The terminology is available in French. Its translation in English will soon be under way. , La terminologie AsCoPain-T définit les descripteurs qualité utilisés usuellement par les professionnels de la panification et ceux issus des travaux scientifiques. Son objectif est d’établir un lien entre terminologies professionnelles et scientifiques ; le langage employé pour caractériser les mêmes opérations de la transformation et les nécessaires observations de la pâte étant très varié. La terminologie AsCoPain-T est issue d’un travail préalable de recueil de connaissances dans le cadre du projet INRA AsCoPain qui a permis d’intégrer les relations entre des variables de contrôle du procédé de panification et des états de la pâte et du pain dans un système expert de prédiction de l’état de la pâte tout au long de l’opération de pétrissage. Ce travail a aussi produit un glossaire terminologique publié dans un document référencé par la FAO (voir http://prodinra.inra.fr/record/48319). L’adaptation de son contenu aux standards du web sémantique permet d’envisager de nouveaux usages de la terminologie, notamment son utilisation par des programmes informatiques. La terminologie est disponible en français et une version en anglais est en projet.
ASFA	ASFA Thesaurus	https://www.fao.org/asfa/en	The ASFA Thesaurus contains over 5000 terms related to aquatic sciences, fisheries and aquaculture. The thesaurus covers all topics within ASFA’s subject scope: science, technology, management, and conservation of marine, brackish water, and freshwater resources and environments, including their socio-economic and legal aspects. Maintained by ASFA partners and available in 40 languages, the ASFA thesaurus is an AGROVOC’s sub-scheme.
ATC	AgronomicTaxon	http://ontology.irstea.fr/pmwiki.php/Site/AgronomicTaxon	This ontology is a module that is based on skos vocabulary, linnean taxonomy ODP and classification ODP. The module was enriched by specialising taxonomic relationship based on the AOS ontology. Taxon ranks are linked to their agrovoc concepts. Some disjoint axioms between ranks were added.
AWS	Ontology for Meteorological Sensors		This ontology is part of the Agriculture Meteorology example showcasing the ontology developed by the W3C Semantic Sensor Networks incubator group (SSN-XG). It is published here in order to generalize the potential usage and the alignment with other standardization efforts of the SSN ontology.
BAGO	BioAGgressor Ontology		This ontology and related knowledge graph was build during the D2KAB project. The goal is to model all the living organisms involved in cultivated plant disease appearance. The ontology and its documentation represent the point of view of some french researchers from differents intstitutions., This ontology and related knowledge graph was build during the D2KAB project. The goal is to model all the living organisms involved in cultivated plant disease appearance. The ontology and its documentation represent the point of view of some french researchers from differents institutions., This ontology and associated knowledge graphs were build during the D2KAB project. The ontology goal is to model all the living organisms involved in cultivated plant disease appearance. The ontology and its documentation represent the point of view of some french researchers from differents institutions (INRAE, Elzeard, Acta, IFV).
BDG	BigDataGrapes Ontology		Ontology, semantic model and semantic data for the H2020 BigDataGrapes EU project. BigDataGrapes ontology is used for representing observations about soil, weather, agriculture, viticulture, wine making, etc. It also contains extra units of measure based on QUDT 2.0.
BEVON	Beverage Ontology		Beverage Ontology is a Web vocabulary for describing beverages, mainly alcoholic,  Beverage Ontology is a Web vocabulary for describing beverages, mainly alcoholic.
BIODIVTHES	Biodiversity Thesaurus	http://www.inist.fr	This bilingual thesaurus organizes the key concepts of biodiversity sciences, in their basic and applied ecological components. It uses polyhierarchy and includes 818 reciprocal associative relationships. The 1654 French and English descriptors (designating 827 concepts) are enriched with a large number of synonyms (1860) and hidden variants (7020) in both languages. Concepts are grouped into 82 collections, by semantic categories, thematic fields and EBV classes (Essential Biodiversity Variables). Definitions are given with their sources. It could be utilized as a controlled vocabulary to enrich metadata of biodiversity data portals, enhancing semantic interoperability. It aims to extend (via narrower concepts, and synonyms) generic environmental science thesauri/ontologies., Ce thésaurus entièrement bilingue organise les concepts clés des sciences de la biodiversité, dans leurs composantes écologiques fondamentales et appliquées. Il utilise la polyhiérarchie et comprend 818 relations associatives réciproques. Les 1654 descripteurs français et anglais (désignant 827 concepts) sont accompagnés d'un grand nombre de synonymes (1860) et de variantes cachées (7020) dans les 2 langues. Les concepts sont regroupés en 82 collections, par catégories sémantiques, domaines thématiques et classes de VEB (variables essentielles de biodiversité). Les définitions sont données avec leurs sources. Cette ressource est alignée sur les thésaurus internationaux AGROVOC, GEMET (GEneral Multilingual Environmental Thesaurus) et EnvThes (Environmental Thesaurus), ainsi que sur l'ontologie ENVO (Environment Ontology)., thematic fields and EBV classes (Essential Biodiversity Variables). Definitions are given with their sources. This resource is aligned with the international thesauri AGROVOC, GEMET (GEneral Multilingual Environmental Thesaurus) and EnvThes (Environmental Thesaurus), as well as with the ontology ENVO (Environment Ontology).
BIOREFINERY	Biorefinery	https://www6.inra.fr/cati-icat-atweb/Ontologies/Biorefinery	The biorefinery ontology (BIOREFINERY) is dedicated to the description of biomass transformation processes and characterisation of samples.
BIPOM	Biological interlocked Process Ontology for metabolism		BiPOm is an ontology based on systemic representation of metabolic processes. BiPOm is an ontological model carrying the main biological processes and molecular roles/functions at a high level of genericity where the usual annotated resources are treated as instances. BiPOm, 1) contains biological knowledge as instances and 2) uses automatic reasoning through Semantic Web Rule Language (SWRL) in order to automatically infer, formalize and refine properties of molecules.
BIPON	Bacterial interlocked Process ONtology		BiPON is an ontology permitting a multi-scale systemic representation of bacterial cellular processes and the coupling to their mathematical models. BiPON is further composed of two sub- ontologies, bioBiPON and modelBiPON. bioBiPON aims at organizing the systemic description of biological information while modelBiPON aims at describing the mathematical models (including parameters) associated to each biological process.
BOHLMANN	Bohlmann Ontology		An ontology listing the natural substances that occur in the plant family of Compositae (Asteraceae)., An ontology listing the natural substances that occur in the plant family of Compositae (Asteraceae)
C3PO	Crop Planning and Production Process Ontology	https://www.elzeard.co/ontologies/c3po/	Crop Planning and Production Process Ontology aims at representing vegetable farming crop management knowledge. The ontology is composed of several modules, each one representing specific domain of interest for vegetable agriculture planning
CASO	Context-Aware System Ontology	https://w3id.org/def/caso	CASO (Context Aware System Observation) is an ontology for context aware system and observation services. Its goal is to describe all the processing of the context.
CCON	Cerrado Concepts and Plant Community Dynamics	http://cerrado.linkeddata.es/ecology/ccon/	The ontology of Cerrado wood plant dynamics was created in order to represent the set of concepts about the dynamics, that is, changes over time of the wood vegetation structure, of Cerrado. Ccon describes the main parameters used to measure the changes, such as mortality rate and recruitment rate., The Ccon represents the main concepts about the Cerrado plant communities structure and dynamics. This ontology will be part of the GeoLinked Data Ontology network to enrich the web of data with geospatial information of the Cerrado Biome, especially with regard the wood plant dynamics.
CD	Crop Disease		A basic ontology for crop-disease-pesticide information, mostly pertaining to Indian Agriculture
CGO	Common Greenhouse Ontology	https://gitlab.com/ddings/common-greenhouse-ontology	This ontology defines common concepts in the greenhouse domain and covers three main aspects of the greenhouse, namely (1) greenhouse construction concepts, (2) real-time measurements and action concepts and (3) dynamic objects and situation concepts. The construction concepts are defined together with main greenhouse construction companies. The real-time measurements and action concepts are based on the SSN Ontology by the W3C Semantic Sensor Networks Incubator Group (SSN-XG), together with considerations from the W3C/OGC Spatial Data on the Web Working Group. The dynamic objects and situation concepts are defined based on the DOLCE+DnS Ultralite (DUL) ontology. The definition and usage of units are based on the Ontology of Measurements (OM). This ontology does not describe generic concepts, time, locations, etc. these are intended to be included from other ontologies via OWL imports.
CIQUAL	CIQUAL		This ontology contains a OWL representation of Ciqual food terms using Langual thesaurus. Ciqual is the nutritional database managed by ANSES in France.
CLC	Corine Land Cover Nomenclature	https://www.w3.org/2015/03/corine	This is the human-readable version of the SKOS concept scheme developed from the Corine Land Cover Classes published by the European Environment Agency. In any variance between the EEA documentation and this document, the original documentation is authoritative.
CO_020	Multi-Crop Passport Ontology	http://www.cropontology.org/	FAO/Bioversity Multi-Crop Passport Descriptors V.2.1 [MCPD V.2.1] standard
CO_121	Wheat Plant Anatomy and Development Ontology	http://www.cropontology.org/	Defines growth stages of wheat
CO_125	Banana Anatomy	http://www.cropontology.org/	This ontology is a part of the the Crop Ontology project (http://www.cropontology.org), created in 2008 by the CGIAR, as an essential source of traits and variables to support the standardization of the breeding databases.
CO_369	Sainfoin Ontology	https://cropontology.org/term/CO_369:ROOT	This ontology describes a standard trait lexicon used in phenotyping the forage and pulse crop, Sainfoin (Onobrychis viciifolia), with the intention of increasing trait consistency across different breeding programs.
CO_371	Blueberry Ontology	https://cropontology.org/term/CO_371:ROOT	Blueberry (Vaccinium) ontology defines crop traits and variables to support the standardization of phenotypic data collection for blueberry breeding programs in the USA. The ontology provides a description of agronomic, biochemical, morphological, phenological, physiological, quality, abiotic and biotic stress traits with their methods and scales used for each trait.
CO_715	Crop Research Ontology	http://www.cropontology.org/	Describes experimental design, environmental conditions and methods associated with the crop study/experiment/trail and their evaluation
COSWOT	CoSWoT Core ontology		The coswot ontology was built during the Constrained Semantic Web of Things project, which aims to enable electronic devices with limited capabilities to manipulate and exchange data unambiguously. The coswot ontology was developed using the ACIMOV methodology. It harmonizes three reference ontologies from the world of the Internet of Things: W3C&OGC Semantic Sensor Network Ontology (SOSA/SSN), W3C Thing Description ontology (TD), and ETSI Smart Applications REFerence ontology (SAREF). The coswot ontology is modular, consisting of a set of core modules, and extensions for specific application domains. The CoSWoT project was funded by the French National Research Agency under reference ANR-19-CE23-0012., The CoSWoT Core ontology groups all the entities and axioms of the CoSWoT Core modules in one ontology.
CROPUSAGE	French Crop Usage thesaurus (Classification des plantes cultivées en France en fonction des usages)	http://ontology.inrae.fr/pmwiki.php/Site/FrenchCropUsage	"An RDF vocabulary for describing the basic structure and content of concept schemes such as thesauri, classification schemes, subject heading lists, taxonomies, 'folksonomies', other types of controlled vocabulary, and also concept schemes embedded in glossaries and terminologies., Les sources utilisées sont le registre parcellaire, le larousse agricole, wikipédia, le catalogue officiel des espèces et variétés de plantes cultivées en France du GEVES, les fiches ""les plantes fourragères pour les pairies"" du GNIS, la base Ephy, la liste des cultures à utiliser pour renseigner le descriptif des parcelles et les statistiques agricoles annuelle de l'Agreste, les tables du catalogue de l'Acta publié en 2021. Concernant les légumes et leur classification nous avons cherché les points communs entre plusieurs sources: Wikipedia, Bonduelle, FranceAgriMer, Encyclopedia Universalis, AM Nagelseim, la ferme du Bec Hellouin. A notre qu'il n'existe pas de consensus sur la classification des legumes. Cette classification est utilisée pour organiser les Bulletins de Santé du Végétal (BSV) et les fiches GECO. Cette classification n'est pas complète et aura besoin d'évoluer au cours du temps en fonction des besoins. auteur est catherine roussey de l'INRAE catherine.roussey@inrae.fr, les tables du catalogue de l'Acta publié en 2021. Concernant les légumes et leur classification nous avons cherché les points communs entre plusieurs sources: Wikipedia, la ferme du Bec Hellouin. A notre qu'il n'existe pas de consensus sur la classification des legumes. Cette classification est utilisée pour organiser les Bulletins de Santé du Végétal (BSV) et les fiches GECO. Cette classification n'est pas complète et aura besoin d'évoluer au cours du temps en fonction des besoins. auteur est catherine roussey de l'INRAE catherine.roussey@inrae.fr, ontologie associée au thésaurus Usage des plantes cultivées en France et définissant des relations d'alignements entre les usgaes des plantes définies dans ce thésaurus et les taxonomies scientifiques comme NCBI taxon ou TAXREF-LD., ontology related to the thesaurus French Crop Usage. This ontology defines mapping relations between FCU thesaurus and scientific taxonomies like TAXREF-LD or NCBI taxon."
CSOPRA	Soil organic carbon storage and agricultural practices modeling		This ontology was created to support the development of the csopra libraries and the modelToolBox, which enables the modeling of soil organic changes, as a result of soil management, such as agricultural practices. It also aims at enabling interoperability between various data sources and various crop or biogeochemical models.
CVO	Crop Vocabulary	http://www.cavoc.org/cvo.php	Crop Vocabulary provides taxonomy of crops in farming. Terms are mainly collected in agricultural documents published by Japanese Government. Crop is basically classified by plant but some are classified by cultivation method, edible parts, and and so on. Links to AGROVOC and NCBI taxonomy are included.
DATA4CPLUS	Thesaurus to define land management practices in agriculture and forestry for soil carbon storage	http://data4c-plus.net/admin/thesaurus/index	DATA4C+ is a thesaurus classifying and defining land management practices in agriculture and forestry for soil carbon storage. DATA4C+ thesaurus is focussed on land management practices identified in the scientific literature as drivers of soil organic carbon (SOC) changes. DATA4C+ thesaurus aim was to fill the gap of lack of a comprehensive thesaurus for land management practices which directly or indirectly affect SOC dynamics. DATA4C+ thesaurus was developped by Cirad, INRAE and IRD during the ANR DATA4C+ project (https://www.data4c-plus-project.fr/en, Projet ANR- 19-DATA-0005). DATA4C+ thesaurus contains 224 classified and defined terms related to land management practices in agriculture and forestry. DATA4C+ thesaurus is organized as a hierarchical tree reflecting the drivers of SOC storage. To have access to the definition of a given term, the user must click on it in the tree. Then a “pop up” appears with the definition of the term and the source of the definition. A link to the source of the definition (URL or DOI) is given for each term. By clicking on this link, a new web page appears.
DCPO	Dairy Cattle Performance Ontology		DCPO is an ontology for representing dairy farming processes, the cattle performance indicators used to improve them and the associated recording procedures.
DECIDE	DECIDE ontology		Ontologies for different species (poultry, cattle, salmon, pig) that support decision making tools. Ontology is published on BioPortal. The schema of the ontology is include in Github.
DEMETER-AIM	DEMETER Agriculture Information Model	https://gitlab.com/demeterproject/wp2/agriculturalinformationmodel/domainspecificontologies	The DEMETER Agri Profile is a master profile importing focused specific profiles/modules of DEMETER AIM.
DFC-B	DataFoodConsortium - Business Ontology		This ontology will help to describe the business model applied to the products described in the product ontology of the Data Food Consortium. Information about products, offers, orders, and logistics are described to facilitate the distribution of products in short circuits. , A common vocabulary for digital food platforms (Business Part)
DSW	Darwin-SW	https://github.com/darwin-sw/	Version 0.4 to 1.0 fixed reversed dsw:locates and dsw:locatedAt. Added labels. Changed comments and descriptions to conform to DC and DwC precedent. Added subClassOf relations to RO hasEvidence and isEvidenceFor. Specified preferred direction for inverse object property pairs., Changes from version 0.2.1 to version 0.3: removal of all functional and inverse function properties of object property terms, use of dwctype classes, deprecation of terms replaced by dwciri: terms, removal of references to TDWG Ontology., Changes from version 0.3 to 0.4 change DwC class namespace from dwctype: to dwc: to follow class proposal, removed references to TDWG TaxonConcept ontology; deprecated terms that now have equivalent terms in Darwin Core., Change from version 1.0 to 1.0.1 Add CC0 license.
DURUM_WHEAT	Durum Wheat	http://lovinra.inra.fr/	The durum wheat ontology (DURUM_WHEAT) is dedicated to the sustainability analysis of the durum wheat chain.Current data available on this ontology concern durum wheat quality criteria criteria used in different countries (Moisture content rate, chemical content, etc.).
E-PHY	Catalogue des produits phytopharmaceutiques et de leurs usages, des matières fertilisantes et des supports de culture autorisés en France		Le catalogue des produits phytopharmaceutiques de l’ANSES en une base de connaissances OWL dont le modèle ontologique est celui de la base de données E-Phy (https://ephy.anses.fr/) et les instances sont les produits qui y sont listés, alignées avec d’autres ressources sémantiques tel que le thésaurus French Crop Usage pour les cultures et l’ontologie CHEBI pour les familles chimiques. Cependant considérant que nos organismes ne sont pas des autorités pour ce catalogue, notre modèle de données est volontairement “bridé” pour être complètement rétro-compatible avec la base d’origine de façon à facilement mettre à jour notre ontologie à partir de nouveaux exports de l’ANSES., E-Phy est une base de connaissances (ontologie+instances) tirée de la base de données E-Phy de l'ANSES (https://ephy.anses.fr) qui contient le catalogue des produits phytopharmaceutiques et de leurs usages, des matières fertilisantes et des supports de culture autorisés en France. Cette base de connaissances a été crée dans le cadre du projet ANR D2KAB par le LIRMM et l'INRAE. Elle a vocation à proposer une version RDF de la base de données E-Phy.
EBO	Environmental Biorefinery Ontology		An ontology for describing environmental biorefinery data for the information system EnviBIS, using the application core ontology OESO and the core ontology PO2.
EPPO	EPPO Code Ontology	https://github.com/basf/EPPOontology	The EPPO ontology aims to represent the information available in the EPPO Global database and the relationships between the concepts identified therein. Therefore, this ontology is not limited to be used by a specific application, but has been developed in the interest of having a single, harmonized, and flexible source of the EPPO code system information.
FCUO	French Crop Usage Ontology	http://ontology.inrae.fr/pmwiki.php/Site/FrenchCropUsage	"This ontology specialized the skos model to create a new class Crop subclass of skos:Concept. fcuo:Crop is a defined class. Thus a reasoner like Hermit should be used to classify all the instances of skos:Concept that belongs to the scheme fcuo:thesaurus_FrenchCropUsage as an instance of Crop. FCUO contains also new objet properties and annotation properties dedicated to FCU alignement with taxonomy like TAXREF-LD., ontologie associée au thésaurus Usage des plantes cultivées en France et définissant des relations d'alignements entre les usgaes des plantes définies dans ce thésaurus et les taxonomies scientifiques comme NCBI taxon ou TAXREF-LD., ontology related to the thesaurus French Crop Usage. This ontology defines mapping relations between FCU thesaurus and scientific taxonomies like TAXREF-LD or NCBI taxon., Les sources utilisées sont le registre parcellaire, le larousse agricole, wikipédia, le catalogue officiel des espèces et variétés de plantes cultivées en France du GEVES, les fiches ""les plantes fourragères pour les pairies"" du GNIS, la base Ephy, la liste des cultures à utiliser pour renseigner le descriptif des parcelles et les statistiques agricoles annuelle de l'Agreste, les tables du catalogue de l'Acta publié en 2021. Concernant les légumes et leur classification nous avons cherché les points communs entre plusieurs sources: Wikipedia, Bonduelle, FranceAgriMer, Encyclopedia Universalis, AM Nagelseim, la ferme du Bec Hellouin. A notre qu'il n'existe pas de consensus sur la classification des legumes. Cette classification est utilisée pour organiser les Bulletins de Santé du Végétal (BSV) et les fiches GECO. Cette classification n'est pas complète et aura besoin d'évoluer au cours du temps en fonction des besoins. auteur est catherine roussey de l'INRAE catherine.roussey@inrae.fr, les tables du catalogue de l'Acta publié en 2021. Concernant les légumes et leur classification nous avons cherché les points communs entre plusieurs sources: Wikipedia, la ferme du Bec Hellouin. A notre qu'il n'existe pas de consensus sur la classification des legumes. Cette classification est utilisée pour organiser les Bulletins de Santé du Végétal (BSV) et les fiches GECO. Cette classification n'est pas complète et aura besoin d'évoluer au cours du temps en fonction des besoins. auteur est catherine roussey de l'INRAE catherine.roussey@inrae.fr"
FIO	Food Item Ontology		With the Food Item Ontology (FIO), data on different food topics from multiple databases can be gathered. These databases might have different definitions for food, but when connected to the concept of food item as defined in the FIO ontology, it becomes clear that the databases talk about the same thing. The FIO is currently used for a knowledge graph containing instance data from the NEVO database (Dutch Food Composition Database), but will be expanded with other datasets in the future. This repository contains the Food Ontology. This ontology is a work in progress Ontology that aims to represent the main structure of the ontology built for the usage of the PDA Services.
FISHO	Fish Ontology		"This Fish Ontology is an ontology created as how the author views the fish structure following the book ""The Diversity of Fishes: Biology, Evolution and Ecology"" as the main reference, which covers one part of view on ichthyology, with an emphasis on diversity and adaptation. This ontology is created with the mindset of categorizing fish automatically based on the attributes and terms mined from the fish specimen. Most of the basic organization from this ontology follows Nelson's research due to its synthetic and broad approach, while recognizing that Nelson's conclusions are one of many alternative interpretations of the literature, which is mostly agreed by our main references, and many fish and fisheries researchers. Most of the classification used in this ontology is in no means completed and just following the recent classification provided by the books For now our work focused more on two group of fish which is early jawless fish, and advanced jawed fishes. The classification from both of this group are structured following the reference."
FLAIR	Wine Descriptors Ontology	https://github.com/XavierDelpuech/flair	Ce fichier au format RDF contient les éléments d'une modélisation de l'analyse sensorielle des vins. Cette ontologie a été construite lors du projet CASDAR VITISDATACROP (France, 2021-2023). Contacter Xavier DELPUECH pour toute modification dans ce fichier.
FMPM	Food Matrix for Predictive Microbiology		Food Matrix ontology for Predictive Microbiology
FOOD	Food Ontology	http://data.lirmm.fr/ontologies/food.html	This ontology models the Food domain. It allows to describe ingredients and food products. Ontology used by the Open Food Facts dataset, This ontology models the Food domain. It allows to describe ingredients and food products.
FOODIE	FOODIE Core Ontology	http://foodie-cloud.github.io/model/FOODIE.html	This release 4.6.3 added missing crop property; release 4.6.2 fixes model regarding DoseUnit that cannot be a codelist, and is defined as datatype, FOODIE ontology has been generated from FOODIE application schema (UML model), Revision 4.6.1, and translated into an ontology according to ISO/DIS 19150-2 using ShapeChange plus several pre and post processing changes. This is a revision of v4.3.2, manually updated to v4.6.1.
FOWL	Food Ontology in Owl		Along with Wine Ontology, was used as example in the first OWL Recommendation
FPCD	Forest Products Classification and Definitions		This classification is designed to cover the wood and wood-based products for which Food and Agriculture Organization of the United Nations (FAO) and United Nations Economic Commission for Europe (UNECE) collect statistics on a regular basis.
FPO	Food Product Ontology		The ontology is an extension of GoodRelations (http://purl.org/goodrelations/) for describing food and food products., Food Ontology is an ontology created for food and food products particularly which is being developed for MneMojno project to structure its knowledge base of food products and to interlink with other datasets (such as DBPedia) in future. The motivation for building a new ontology is the lack of reusable, non-toy ontology for food product domain. The ontology extends the most powerful ontology for describing all of the details of products and services GoodsRelations ontology, here in after referred to as the core ontology. Below, we give an overview of the relevant conceptual entities and types of relationships that extend the core ontology for food product domain.
