prefix	name	homepage	description
ECOTOXICTHES	Ecotoxicology thesaurus	http://www.inist.fr	This bilingual, French-English thesaurus structures the key concepts of ecotoxicology, the study of the impact of pollutants on ecosystems, with searchable synonyms. The resource area includes risks to human health. It also contains terms from geography, animal and plant taxonomy and chemical compounds. It uses polyhierarchy. Concepts are grouped into semantic categories. Definitions are given for some concepts., Ce thésaurus bilingue, français-anglais, structure les concepts-clefs de l’écotoxicologie, étude de l’impact des polluants sur les écosystèmes, accompagnés de synonymes interrogeables. Le domaine de la ressource englobe les risques pour la santé humaine. Il contient également des termes de géographie, de taxonomie animale et végétale et de composés chimiques. Il utilise la polyhiérarchie. Les concepts sont regroupés par catégories sémantiques. Des définitions sont données pour certains concepts.
ELTER_CL	eLTER Controlled Lists		eLTER_CL is a thesaurus for controlled lists used by the eLTER community
ENDEMISMS	Endemisms Thesaurus		Thesaurus on endemisms
ERITHES	Environmental Research Infrastructures Thesaurus	https://ecoportal.lifewatch.eu/ontologies/ERITHES	The Environmental Research Infrastructures Thesaurus (ERITHES) was created within the task supporting semantic interoperability of the ITINERIS project (https://itineris.cnr.it). The Thesaurus was generated to provide controlled terms describing actors, ESFRI domains, facilities, services, research products and project management activities performed by Research Infrastructures.
ESMO	The Ecosystem Services Monitoring Ontology	https://github.com/FlavAff/ESMOntology/tree/main	The Ecosystem Services Monitoring Ontology systematises the language of ecosystem services across major conceptual frameworks advancing conceptual clarity and operationalisation of ecosystem services.
ETS	Ecological Trait-data Standard		The Ecological Trait-data Standard defines terms for the use in datasets containing quantitative and qualitative functional traits.
EUNIS_HABITATS	EUNIS habitats	https://dd.eionet.europa.eu/vocabulary/biodiversity/eunishabitats/view	Classification of habitat types according to the EUNIS Biodiversity database.
EURIO	eurio	https://op.europa.eu/en/web/eu-vocabularies/dataset/-/resource?uri=http://publications.europa.eu/resource/dataset/eurio	EURIO (EUropean Research Information Ontology) conceptualises, formally encodes and makes available in an open, structured and machine-readable format data about resarch projects funded by the EU's framework programmes for research and innovation., The EUropean Research Information Ontology (EURIO) conceptualises
FAIR_VOCABULARY	FAIR Vocabulary	https://peta-pico.github.io/FAIR-nanopubs/principles/index-en.html	This is the formal vocabulary (ontology) describing the FAIR principles.
FIP_ONTOLOGY	FAIR Implementation Profile (FIP) Ontology	https://peta-pico.github.io/FAIR-nanopubs/fip/index-en.html	This is an ontology of the FAIR Implementation Profiles (FIP) for the FAIR principles.
FISHTRAITS	Fish Traits Thesaurus		The Fish Traits Thesaurus is the first initiative to deal with the semantics of fish functional traits. It has been developed by LifeWatch Italy, the Italian node of the e-science European infrastructure for biodiversity and ecosystem research (LifeWatch ERIC). FishTraits reflects the agreement of a scientific expert community to fix semantic properties (e.g. label, definition, relationships) of approximately 220 concepts.
FOS	Field of science and technology classification		This classification is the Eurostat standard code list for the classification of fields of science and technology (FOS 2007). The classification of field of science is based on the nomenclature suggested by UNESCO: Recommendation concerning the International Standardisation of Statistics on Science and Technology.
GEO_STRUCTURES	Geologic Structures	https://thesaurus.geolba.ac.at/index.html?lang=en	The Theme Geologic Structures includes linear and planar predominantly deformation structures in geologic maps. Shear sense indicators and fold structures are also covered by this theme.
GEOLOGIC_UNITS	Geologic Units	https://thesaurus.geolba.ac.at/index.html?lang=en	"The theme Geological Units comprises various units and symbols which were formalised as points, linear or polygonal features on geological maps and covers lithostratigraphic units of the Austrian Stratigraphic Chart (Piller et al., 2004), lithogenetic, lithodemic units and geomorphologic units. Informal subdivisions of the ""Stratigraphic Chart of Austria"" - most of them are geographic names - are indicated by square brackets and must not be used for coding."
I-ADOPT	I-ADOPT Framework ontology		"The I-ADOPT Framework is an ontology designed to facilitate interoperability between existing variable description models (including ontologies, taxonomy, and structured controlled vocabularies). One of the challenges in representing semantic descriptions of variables is getting people to agree about what they mean when describing the components that define the variables. The I-ADOPT ontology addresses this by providing core components and their relations that can be applied to define machine-interpretable variable descriptions that re-use FAIR vocabulary terms. It was developed by a core group of terminology experts and users from the Research Data Alliance (RDA) InteroperAble Descriptions of Observable Property Terminology (I-ADOPT) Working Group. The first published versions of the ontology up to v0.9.1 satisfied the basic cross-domain interoperability requirements. It defines four classes or ""concepts"" (Variable, Property, Entity, Constraint), and six object properties (hasProperty, hasObjectOfInterest, hasContextObject, hasMatrix, hasConstraint, constrains). The Variable is the top concept. It represents the description of something observed or mathematically derived. It minimally consists of one entity (the ObjectOfInterest) and its Property; a Property being a type of characteristic (i.e. a quantity or a quality). More complex variables can involve additional entities, for example an entity may have the role of Matrix and/or of ContextObject(s). The framework does not capture units, instruments, methods, and geographical location information; however its usage recommendation will make explicit reference to these by connecting the I-ADOPT framework to existing and complementary ontologies. This new version of the ontology (v1.0) adds one optional new class (VariableSet) and four optional new object properties (hasApplicableProperty, hasApplicableObjectOfInterest, hasApplicableMatrix, hasApplicableContextObject). This was necessary in order to enable flexibility in assigning optional and user-defined machine-interpretable categorizations of I-ADOPT variables under one or multiple coarser grouping concepts to facilitate dataset discovery and dataset aggregation. With the introduction of these concepts and properties, the framework enables different user communities or product developers to develop their own grouping criteria. While the Variable class must be connected to at least two classes via the mandatory properties hasProperty and hasObjectOIfInterest, the VariableSet class can have either of the new properties. Additionally, the VariableSet class can also be optionally connected to the Variable class using the property [ro:hasMember](http://purl.obolibrary.org/obo/RO_0002351) from the [OBO Relations Ontology](https://obofoundry.org/ontology/ro.html)."
INBIO	Invasion Biology Ontology		The Invasion Biology Ontology (INBIO) contains terms and concepts relevant in the field of invasion biology, which is a research area dealing with the translocation, establishment, spread, impact and management of species outside of their native ranges, where they are called non-native or alien species. This first version of the ontology covers terms and concepts needed to describe twelve major invasion hypotheses building the hierarchical hypothesis network (see also Jeschke JM, Heger T (Eds) (2018) Invasion Biology: Hypotheses and Evidence. CABI, Wallingford, UK).
INSTRUMENT	The Linked Earth Instrument Ontology	http://linked.earth/ontology/#IntegrationTime	The Instrument Ontology defines the different types of instruments that can be used to measure in a paleo climate dataset.
INTERPRETATION	The Interpretation Ontology	http://linked.earth/ontology/#IntegrationTime	The Interpretation Ontology defines the different types of interpretation variables that we find in a paleo climate dataset.
ISO_639-2	ISO 639-2: Codes for the Representation of Names of Languages - Part 2: Alpha-3 Code for the Names of Languages	https://www.loc.gov/standards/iso639-2/langhome.html	ISO 639-2 is part of the ISO 639 language code family, which provides also a two-character code set (ISO 639-1) for the representation of names of languages. ISO 639-2 contains codes for all languages contained in ISO 639-1 and several hundred additional languages. The ISO 639-2 (Bibliographic) codes were devised for use in bibliographic metadata, e.g., for libraries, information services, and publishers, and ISO 639-2 (Terminology) targets terminology, lexicography, and linguistic applications. The lists are the same except for 20 languages that have different Bibliographic and Terminology codes. The list contains over 500 discrete codes.
LIPD_ONTOLOGY	The Linked Earth Core Ontology	https://linked.earth/ontology/	The LiPD Ontology aims to provide a common vocabulary for annotating paleoclimatology data., The LiPD Ontology aims to provide a common vocabulary for annotating paleoclimatology data
LITHOLOGY	Lithology	https://thesaurus.geolba.ac.at/index.html?lang=en	The theme Lithology comprises loose- and bed-rock, that were classified according to their modal composition or their grain size, respectively. The classification of magmatic-, polygenetic-, metamorphic- and fault-rocks are based on the IUGS recommendations by the sub-commissions for magmatic and metamorphic rocks, respectively. The classification of sedimentary unconsolidated and solid rocks was based on the grain size classification and, where not applicable, on common international standards.
LUPO	LifeWatch ERIC Upper Ontology		The LifeWatch ERIC Upper Ontology (LUPO) is the model defining the core set of LifeWatch ERIC elements (Actors, Services and Infrastructure) and describing their high-level arrangement. LUPO is extendable and will foster, connect and describe lower level models of its core elements, with the vision to provide functionalities that facilitate the uptake, re-use and enrichment of LifeWatch ERIC resources by an ever broader community.
MACROALGAETRAITS	Macroalgae Traits Thesaurus		The Macroalgae Traits Thesaurus contains several concepts on demographic and functional traits. It has been developed and published by LifeWatch Italy, the Italian node of the e-science European infrastructure for biodiversity and ecosystem research (LifeWatch ERIC). It reflects the agreement of a scientific expert community to fix semantic properties (e.g. label, definition) of approximately 100 traits.
MARINETLO	MarineTLO Ontology	https://projects.ics.forth.gr/isl/MarineTLO/	MarineTLO is a top-level ontology for the marine domain (also applicable to the terrestrial domain).
MR	Marine Regions ontology	https://marineregions.org/ontology/documentation.html	The Marine Regions ontology provides definitions for the classes and properties used in the Marine Regions dataset.
MRPTCODELIST	Marine Regions PlaceTypes code list	https://www.marineregions.org/	The Marine Regions PlaceType code list provides definitions for the PlaceTypes used in the Marine Regions dataset.
MSFDVOCAB	Marine Strategy Framework Directive Vocabulary		Marine Strategy Framework Directive vocabulary containing information about the habitats, species groups and marine regions targeted in the European Directive.
N2000_HABITATS	Annex I habitats for Natura 2000	https://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/view	Annex I habitats for Natura 2000.
PALEO_PROXY	The Paleo Proxy Ontology	http://linked.earth/ontology/#IntegrationTime	The Paleo Units Ontology defines different types of paleo units that we can find in a paleo climate dataset.
PALEO_UNITS	The Paleo Units Ontology	http://linked.earth/ontology/#IntegrationTime	The Paleo Units Ontology defines different types of paleo units that we can find in a paleo climate dataset.
PAST	Paleoenvironmental Standard Terms (PaST) Thesaurus		The World Data Service for Paleoclimatology defines measured variables using the PaST thesaurus of standard terms. These terms describe the quantity measured, the material on which it was measured, reported error, units, analytical or statistical methods, transformations made to raw data, reconstructed seasonality, data type, and data format. Standard terms organize heterogeneous paleoclimate datasets and improve the findability, interoperability, and reusability of data., This file contains concepts, labels, and relationships that make up the Paleoenvironmental Standard Terms (PaST) thesaurus. This representation of the thesaurus follows the Simple Knowledge Organization System (SKOS) data model and has Resource Description Framework (RDF) syntax. This file gives a snapshot of the thesaurus as of the date tagged in the SKOS ConceptScheme. Additional documentation as well as archived, static versions of the thesaurus are available at: https://www.ncdc.noaa.gov/paleo-search/study/31892. Please cite the preceding URL, the publication listed at that URL, and the date accessed when referencing the thesaurus.
PHYTOTRAITS	Phytoplankton Traits Thesaurus		The Phytoplankton Traits Thesaurus is the first initiative to deal with the semantics of phytoplankton functional traits focusing on morpho-functional traits. It has been developed and published by LifeWatch Italy, the Italian node of the e-science European infrastructure for biodiversity and ecosystem research (LifeWatch ERIC). PhytoTraits reflects the agreement of a scientific expert community to fix semantic properties (e.g. label, definition) of approximately 120 traits.
PPI	Plant-Pollinator Interactions		The Plant-Pollinator Interactions (PPI) is a vocabulary of terms for transmitting information about plant-pollinator interactions using the Darwin Core standard. This document lists all terms in namespaces currently used in the vocabulary., Term list for plant-pollinator interactions vocabulary
SBTHES	Sandy Beach Thesaurus		Standardized terminology for describing both qualitative and quantitative variables crucial for characterizing sandy beach ecosystems.
SFWO	Soil Food Web Ontology	https://soilfoodwebontology.github.io	The Soil Food Web Ontology (SFWO) describes concepts related to the trophic ecology of soil organisms, including diets, food resources, trophic processes, and trophic groups, across taxonomic groups and trophic levels. SFWO aims at being both a reference ontology -including a standardised vocabulary- for soil trophic ecology, and an application ontology, with a focus on reasoning-based applications.
SNOWTERM	SnowTerm Thesaurus	https://www.isp.cnr.it/index.php/en/snowterm	SnowTerm is an example of a structured reference multilingual scientific and technical vocabulary, covering the terminology of a specific knowledge domain in the polar and the mountain environment. The thematic areas, covered at present, deal with snow and ice physics, snow and ice morphology, snow and ice radiometry, remote sensing and GIS applied to cryosphere environment, sea ice, avalanches, glaciers.,
SUMSO	Sustainable Meat Systems Ontology	https://www.w3id.org/sumso/repo	The Sustainable Meat Systems Ontology (SuMSO) is a domain ontology addressing meat systems sustainability. It extends Sustainability Core Ontology (SCO) and Basic Formal Ontology (BFO). Currently, SuMSO provides a representation of the core architectural features of a sustainable meat system, focusing on cow-derived meat as an initial use case. SuMSO deals with meat in a broad sense: it contemplates the liaisons with other cow-derived materials, such as leather and bones., SuMSO is a domain of ontology, representing meat systems sustainability. Currently, this resource provides the core ontological module of SuMSO that deals with the essential architectural features of a sustainable meat system. This ontological module addresses meat in a broad, genuine sense focusing on cow-derived meat as a starting use-case example. It does not address features related to fish, insects, novel meats, and plant-based meats. The SuMSO core ontological module aims to be the starting basis on which to extend SuMSO to more comprehensively represent meat systems sustainability., representing meat systems sustainability. Currently
TRAITS_THES	Traits Thesaurus	https://ecoportal.lifewatch.eu/ontologies/TRAITS_THES	The Traits Thesaurus is a comprehensive semantic resource developed to standardise trait data and metadata for aquatic organisms. It is the result of the revision and integration of the Phytoplankton, Zooplankton, Fish, Macroalgae and Macrozoobenthos Traits Thesauri, originally developed by LifeWatch Italy, into a unique and unified thesaurus. The Traits Thesaurus has been achieved through a combination of manual and automated alignment processes.
WISE_CLASS	WISE Classification system	https://dd.eionet.europa.eu/vocabulary/wise/ClassificationSystem/view	Codes of classification systems that are applied to biological quality elements for the classification of ecological status of surface water bodies.
ZOOPLANKTRAITS	Zooplankton Traits Thesaurus		The Zooplankton Traits Thesaurus contains several concepts mainly on zooplankton morpho-functional traits. It has been developed and published by LifeWatch Italy, the Italian node of the e-science European infrastructure for biodiversity and ecosystem research (LifeWatch ERIC). It reflects the agreement of a scientific expert community to fix semantic properties (e.g. label, definition) of approximately 90 traits.
