prefix	name	homepage	description
1008	A table of geologic time	http://cit.iec.cat/obresx.asp	This work is a collection of about a thousand words, the result of two centuries of accumulated scientific development. (...) The minimum information that each glossary term is: input and speech. Moreover, there are terms that have additional information, such as: - Definition. - equivalences in English, Spanish, French and German. - synonyms. - Notes. - Related Terms.
1009	BBC Ontology	https://www.bbc.co.uk/ontologies/bbc	The BBC ontology is used to describe BBC concepts in the store. For example, the BBC divisions (products) publishing linked data and interfacing with the triplestore, the platforms for which we produce content and the web documents that publish or are relevant to the BBC's content.
101	International Index to Film Periodicals Subject Headings	http://www.vocabularyserver.com/fiaf/	"A hierarchically ordered controlled thesaurus, containing more than 20,000 subject terms. 3 Parts."" Used in the database 'International Index to Film Periodicals'."
1010	Business News Ontology	https://www.bbc.co.uk/ontologies/business	The Business News Ontology describes the concepts that occur in BBC business news.
1011	CMS Ontology	http://www.bbc.co.uk/ontologies/cms	An ontology to represent the content management systems and their interaction with the triplestore. For instance, how should an entity in the triplestore, e.g., the URI for Manchester United, be linked to an external CMS that provides more information about Manchester United, e.g., sports statistics, or how should a creative work URI in the triplestore refer to the CMS it was created. The CMS ontology provides the Linked Data Platform customers with pointers to additional information about a thing in other systems.
1012	Core Concepts Ontology	http://www.bbc.co.uk/ontologies/coreconcepts	The generic BBC ontology for people, places,events, organisations, themes which represent things that make sense across the BBC. This model is meant to be generic enough, and allow clients (domain experts) link their own concepts e.g., athletes or politicians using rdfs:sublClassOf the particular concept.
1013	Creative Work Ontology	http://www.bbc.co.uk/ontologies/creativework	This is the model we use to express the minimum metadata necessary to express a piece of creative content in the platform. The creative work ontology is continuously evolving based on our clients' requirements. There is a core class in this model, which is the CreativeWork class and properties that support information the LDP clients need to build their products such as title, thumbnail, URL e.t.c.
1014	Curriculum Ontology	http://www.bbc.co.uk/ontologies/curriculum	This ontology aims to provide data model and vocabularies for describing the national curricula within the UK.
1015	Food Ontology	http://data.lirmm.fr/ontologies/food	A simple vocabulary for describing recipes, ingredients, menus and diets.
1016	Politics Ontology	http://www.bbc.co.uk/ontologies/politics	An ontology which describes a model for politics, specifically in terms of local government and elections. This is an evolving spec, originally designed to cope with UK (England and Northern Ireland) Local, and European Elections in May 2014.
1017	Programmes ontology	http://purl.org/ontology/po/	A vocabulary for programme data. It defines concepts such as brands, series, episodes, broadcasts, etc.
1018	Provenance Ontology	http://www.bbc.co.uk/ontologies/provenance	The provenance ontology supports data management and auditing tasks. It is used to define the different types of named graphs we used in the store (quad store) and enables their association with metadata that allow us to manage, validate and expose data to our services.
1019	Storyline Ontology	http://www.bbc.co.uk/ontologies/storyline	The News Storyline Ontology is a generic model for describing and organising the stories news organisations tell. The ontology is intended to be flexible to support any given news or media publisher's approach to handling news stories. At the heart of the ontology, is the concept of Storyline. As a nuance of the English language the word 'story' has multiple meanings. In news organisations, a story can be an individual piece of content, such as an article or news report. It can also be the editorial view on events occurring in the world.
102	The Thesaurus Network Computerized access to the Collections of Museums Institutions	http://aicim.be/main/fr/thesaurus.php	The 3 thesauri in free consultation on this site are the result of several years of work and have been specially created to meet the specific needs of the museums members of the AICIM Network, which evolve every day thanks to the additions and suggestions of the museums. Goals are to standardize the vocabulary used in the inventory records and to facilitate the search of objects in the AICIM database.
1020	Wildlife Ontology	http://www.bbc.co.uk/ontologies/wo	A simple vocabulary for describing biological species and related taxa. The vocabulary defines terms for describing the names and ranking of taxa, as well as providing support for describing their habitats, conservation status, and behavioural characteristics, etc.
1021	Cell Line Ontology	http://www.clo-ontology.org/	Thousands of cell lines have been artificially developed and used for different applications. Information about cell lines is typically stored in public repositories and indexed catalogues. Most cell lines are commercially available. Some cell lines are only transferred between academic laboratories. Information about cell lines has not been well standardized and machine-readable to date. Integration of data from multiple sources is a challenge, confounded by lack of consistent naming conventions, contamination of cell lines, and provision of the same cell lines by multiple commercial sources but with different biological attributes. The Cell Line Ontology (CLO) is a community-based effort to represent all cell lines in a starndard ontology approach.
1023	Thesaurus engineering and management	http://wtiweb.wti-frankfurt.de/cgi-bin/ip_monitor.pl?APPL=tu-graz&SYSTEM=tecfinder&WEICHE2=auswahl	"The ""Thesaurus Technology and Management (TEMA) offers (...) the most comprehensive structured collection of the current technical vocabulary for production and technology-oriented management"". (...) He is continually maintained by WTI and further developed into an ontology 'technology' in a joint project with the Technical Information Library of Hannover (TIB)."
1024	Cell Cycle Ontology	http://www.cellcycleontology.org/	CCO basically contains genes, proteins, interactions (comprising genes or proteins that participate in them), processes from the cell cycle subtree of GO, molecular functions (GO), taxa, and ontological constructs (like an upper level ontology and relationships) to stick everything together. The knowledge represented in the system is expected to grow in quantity (integrating more data and different resources) and quality (organizing everything with Ontology Design Patterns and new relationships).
1025	Plant Ontology	http://plantontology.org/	Plant Ontology project is a major international bioinformatics effort on standardizing the nomenclature, definitions, synonyms and relations of various terms/keywords/vocabularies that describe anatomical entities as well as the growth and developmental stages of plants. This collaborative project involves team members and projects with expertise on plant functional and comparative genomics, genetics, systematics, anatomy, developmental biology, computational biology, ontology development, etc. By developing the standardized vocabularies and their integration in the annotation of various data sets such as the annotation of plant part and its developmental stage that was used for analyzing the transcriptome, proteome, metabolome, phenotype and gene-gene interaction data sets. The successful integration facilitates users to perform queries on one or more data sets within a database or even between multiple remote database resources.
1026	Clinician's Thesaurus	http://www.guilford.com/books/Clinicians-Thesaurus/Edward-Zuckerman/9781606238745	With over 350,000 in print, the Clinician's Thesaurus is an indispensable practitioner resource and course text. It presents thousands of standard words, phrases, clinical tips, and interview questions to help practitioners conduct thorough assessments, accurately describe nearly any clinical situation, and shape clinical observations into effective reports. Finding exactly the right terminology can save hours of paperwork time and improve the quality of documentation. Structured to follow the sequence of a mental health evaluation, the book includes report formats, treatment planning pointers, all DSM-IV-TR and ICD-9-CM diagnostic codes, and much more – all in a large-size format with convenient lay-flat binding.
1027	Healthcare Common Procedure Coding System	http://cms.hhs.gov	"The Healthcare Common Procedure Coding System (HCPCS, often pronounced by its acronym as ""hick picks"") is a set of health care procedure codes based on the American Medical Association's Current Procedural Terminology (CPT)."
1029	Tick Gross Anatomy Ontology	http://anobase.vectorbase.org/	The anatomy of the Tick, Families: Ixodidae, Argassidae
103	List of Museological Art Terms of the Acceder Collective Catalog	https://ilamdocs.org/documento/3079/	7053 terms, 8052 relationships between terms, 881 terms not preferred.
1030			(...) ICC (.) is based on the premises that whenever information is to be generated or to be presented (in code form) at least two items are necessary one which plays the part of a subject and the other one that of the predicate of a sentence, with both these items being framed into a third one. The first basic division is by the categorial concepts denoting general entities and general aspects/determinations of being, framed into an evolutionary pattern of levels creating the 81 subject groups of ICC. Each of these subject groups is structured by a socalled systematifier, applying a recurring series of facets.
1031	Classification for general libraries	https://asb-kab-online.de/	The classification for general libraries (KAB) is a library classification developed by the Zentralinstitut für Bibliothekswesen (GDR) and is still being used today (in an revised version) in most municipal libraries of the new federal states, according to the General System for Public Libraries (ASB ), As the east-German counterpart, it is the most widely distributed system in public libraries in Germany.
1032	System of the Real-Catalog of the University Library of Heidelberg	http://nbn-resolving.de/urn:nbn:de:bsz:16-diglit-21531	"The"" Zangemeister signatures ""go back to Heidelberg's chief librarian, Karl Zangemeister, who headed the University Library from 1873 to 1902. He divided the entire collection into systematic specialist groups. The old stock of the library is still set up according to this system."
1033	Systematic overview of the catalog of dissertations, programs and brochures	http://www.ub.uni-heidelberg.de/wir/geschichte/Strumpfbandkatalog.pdf	"The so - called"" garter catalog ""for dissertations, programs and brochures covered literature up to the year 1935, into 44 systematic groups, within which the titles were arranged in alphabetical order. It comprises a total of 1,200 volumes with approximately 586,000 titles. The odd-looking name was given to the catalog according to its original form, with the titles on paper strips between cardboard being held together by a strong webbing (therefore 'garter')."
1034	The new systematic catalog of the University Library of Berlin	http://edoc.hu-berlin.de/series/schriftenreihe-ub/30/PDF/30.pdf	In 1975, the Systematic Catalog of the University Library of Berlin (...) was aborted, as it did not allow a materialization of the material to meet the requirements of teaching and research. It was decided to develop the new Systematic Catalog on the basis of the Soviet Bibliographical, bibliographical, bibliographical, bibliographical, bibliographical, bibliographical, bibliographical, bibliographic, bibliographical, bibliographic, bibliographical, bibliographic, bibliographic, bibliographical, .) The notation form of the general key has been completely redesignated as a pure numeric notation enclosed in single quotation marks. On the other hand, the notation form of the geographic key, a numeric or numeric notation in parentheses, Of course using the letters of the Latin alphabet. It should be noted here that the alphabet notation of the main series of the librarian-bibliographic classification has been replaced by two-digit numbers, which are deduced from the following digits by a plus sign. Since some 'arrangement overviews' in the librarian-bibliographic classification contain annexes, which partly correspond to groups of the general key, the relevant key groups are used instead of these attachments.
1035	Sears List of Subject Headings	http://support.epnet.com/uploads/kb/sears_19th_edition.pdf	Since the first edition in 1923, the Sears List has served the unique needs of small and medium-sized libraries, suggesting headings appropriate for use in their catalogs and providing patterns and instructions for adding new headings as they are required. The successive editors of the List have faced the need to accommodate change while maintaining a sound continuity. The new and revised headings in each edition reflect developments in the material catalogued and in the use of the English language, aiming always to make library collections as easily available as possible to library users.
1036	Directory of Materials	https://rvmweb.bibl.ulaval.ca/accueil	RVM has been a world leader in controlled French vocabularies for more than 70 years, serving French-language and bilingual libraries in Quebec and elsewhere in Canada. It offers 4 thesauruses with MARC 21- and SKOS-coded data.
1037	Systematic and alphabetical keyword register of the catalog group		
1038	Expanded Thesaurus	http://maknaz.org/	The goal behind this project is the development of an extensive Arabic thesaurus that would encompass all fields of knowledge – something that most libraries and information centers in the Arab world lack – to serve as the basic instrument of subjective analysis of information retrieval devices, and to keep abreast with developments taking place in information technology. In mid 1993, an agreement for developing an extensive trilingual (Arabic – English – French) Arab thesaurus was concluded between AHS Foundation, the Dubai Municipality, and Jum’ah Al-Majid Center for Culture and Heritage in Dubai, UAE. By mid 1995, the first paperback edition of the thesaurus was issued, containing some 48,000 terms. The electronic version was issued in mid 2001 on CD, and it contained some 50,000 terms. This version is marked by a set of technical specifications that were specifically added to suit the purposes of this issue of the thesaurus as well as to make search and retrieval easier for persons doing the indexing and cataloging.
1039	Subject headings for children's materials	http://hdl.handle.net/2027/mdp.39015030782539	Subject cataloging, in principle, is the same in all types of libraries. Variations and adaptions are developed as these principles are applied to special collections or general collections for limited or specific patrons. This list of subject headings is intended for use wherever material for use by children from the elementary through the junior high school level is brought together in the public or school library. Children's interests are universal but their vocabulary is still growing along with their learning processes so subject headings which anticipate their approach to a wide variety of material and which employ terminology with which they are familiar are needed to facilitate their use of the library catalog. However, the language and approach of the children must be captured without completely losing touch with standard cataloging practice so that the mastery of the children's catalog will be a step on the road to the understanding and use of the adult catalog in future years. In compiling this list in accordance with these principles our personal experiences in school and public libraries were an important factor, but personal opinions have been substantiated by considerable study and research including a master's thesis by Eloise Rue, 'Preferences of Elementary Children for Subject Heading Form'; scrutiny of outstanding courses of study for grades one through nine issued since 1944 and an examination of standard tools in use; the results of a questionnaire to school library supervisors, children's departments in public libraries, curriculum specialists, children's catalogers and library school faculties. These formed the basis for original decisions. When the preliminary draft had been completed, consultants throughout the United States and Canada were called upon to examine and comment on it. The present list incorporates many of their suggestions and comments.
104	Mediterranean House of Human Sciences Phonotheque Thesaurus	http://phonotheque.mmsh.univ-aix.fr/ListRecord.htm	12799 terms. Applied in the 'MMSH Phonotheque' database.
1040	United Nations Office for Disaster Risk Reduction Terminology	http://www.unisdr.org/we/inform/terminology	The UNISDR Terminology aims to promote a common understanding and usage of disaster risk reduction concepts and to assist the disaster risk reduction efforts of authorities, practitioners and the public. The previous version 'Terminology: Basic terms of disaster risk reduction' was published in 'Living with risk: a global review of disaster risk reduction initiatives' in 2004. The following year, the Hyogo Framework for Action 2005-2015 requested the UNISDR secretariat to 'update and widely disseminate international standard terminology related to disaster risk reduction, at least in all official United Nations languages, for use in programme and institutions development, operations, research, training curricula and public information programmes'.
1041	Proposed International Standard Nomenclature for Fields of Science and Technology		The Proposed international standard nomenclature for fields of science and technology was proposed in 1973 and 1974 by the Division of Science Policy and Statistics for Science and Technology of UNESCO and adopted by the Scientific Advisory Committee. This is a classification system widely used in knowledge management of research projects and dissertations. Categories are divided into three hierarchical levels: Fields: Refering to general sections. Encoded with two digits and comprises several disciplines. Disciplines: Provide an overview of specialty groups in Science and Technology. Encoded with four digits. Despite being different from each other disciplines with cross references, or within the same field, are considered to have common characteristics. Subdisciplines: Entries are the more specific elements of the nomenclature and represent the activities that take place within a discipline. Encoded with six digits. In turn, must correspond to individual specialties in science and technology.
1042	Field of Science and Technology Classification		"Statistical units in the PNP sector are classified into the six major fields of science and technology suggested in UNESCO’s 'Recommendation Concerning the International Standardisation of Statistics on Science and Technology' (1978). (...) While the major fields of science and technology are clearly defined, the level of disaggregation within each component field is left to each country. (...) The criterion for classification is the major field of science in which most of the R&D activity is undertaken. When a major private NPI has significant R&D activity in more than one field of science, an attempt may be made to split the statistical unit into smaller units and classify them to relevant major fields of science."" (2002) ""The existing FOS classification does not fully reflect changes in the science and technology area, especially with regard to emerging technology fields such as ICT, biotechnology and nanotechnology. This, as well as the need to obtain better coverage of the data based on the FOS, the most appropriate classification for R&D in the public sector, motivated the NESTI Group to review the classification."" (2007)"
1043	Thema subject classification scheme	http://www.editeur.org/151/thema/en/welcome-to-thema/	Thema is intended for use by all parts of the book trade: unlike other book trade subject classifications, it aims to be globally applicable. And in contrast to various library classifications that are used internationally, it is tailored for commercial use within the trade. It is a flexible standard that allows each market to retain its unique cultural voice while still presenting a unified subject hierarchy that rationalises book classification. The goals of Thema are to reduce the duplication of effort required by the many distinct national subject schemes, and to eliminate the need for scheme-to-scheme mapping that inevitably degrades the accuracy of classification, by providing a single scheme for international use. It can be used alongside existing national schemes like BIC, BISAC, WGS or CLIL, and has the potential to eventually replace them (though this is not an immediate goal).
1044	UK Standard Library Categories	http://www.bic.org.uk/51/UK-Standard-Library-Categories/	Note this scheme was originally published as a draft and called e4libraries Subject Category Headings. This scheme was revised by a panel of experts and the new UKSLC scheme is the result of this process. The UKSLC is based on the BIC standard subject categories used in bookshops and by online retailers. The scheme is designed for the public library sector to provide library-oriented category headings applicable across the full range of adult non-fiction, fiction and children's/young adult stock. Many library authorities have adopted categorisation schemes for fiction and non-fiction over the past forty years. The majority of them apply these categories solely at item level to determine shelf display, though a minority also use them to provide a searchable option within the main title-level catalogue record. However, most of these schemes are unique to the authority concerned and rely heavily for their operation on costly and time-consuming staff intervention. Adoption of a scheme of BIC-based standard subject/genre categories, made available to libraries in addition to existing Dewey classifications, offers the opportunity to reduce cost and streamline workflows by automating the categorisation process, and to support further improvements in stock selection, management, discovery and display. (...) At the same time it offers authorities a degree of flexibility in determining item-level shelfmarks, the categories used to organise and display stock in individual locations, allowing them to customise the scheme to meet their specific needs and to integrate it with existing schemes they have already developed. It is very much hoped that UK libraries and their suppliers will adopt UKSLC.
1045	Children's Books Marketing Classifications	http://www.bic.org.uk/8/Children%27s-Books-Marketing-Classifications/	These codes are for marketing purposes only. They do not replace the BIC Subject Categories. Data collection agencies like BML and Nielsen BookScan can use these new codes to provide a breakdown of the different categories of children's books sales through the retail trade, to enable you to measure how different parts of your list are doing relative to each other and the size of your market share.
1046	Product group system	http://www.boersenverein.de/sixcms/media.php/976/wgs2012.pdf	The product group system was developed by the bar retailers and has been used in the book trade since 1997. It has been strongly oriented towards logistical needs The use of the data is decisively changed: The product group system serves as the basis for all statistics on the economic development of individual segments in the book trade. This required a revision of the entire structure of the system. (...) The core of the changes is a change of perspective and the new goal connected with the WGS. The focus is not on more logistics aspects, but on marketing aspects. The goal is to present the market situation of the industry as transparently as possible via the system.
1047	System for Information on Grey Literature in Europe Classification	http://www.opengrey.eu/subjects/	System for Information on Grey Literature in Europe, is your open access to 700.000 bibliographical references of grey literature (paper) produced in Europe and allows you to export records and locate the documents.
1048	Hornbostel-Sachs-systematics	http://www.oberlin.edu/faculty/rknight/Organology/H-S-1914-German.pdf	The Hornbostel-Sachs system is a classification system for musical instruments, published in 1914 by Erich Moritz von Hornbostel and Curt Sachs in the Zeitschrift fur Ethnologie under the title Systematik der Musikinstrumente Classification of musical instruments (...) The Hornbostel-Sachs system has a hierarchical structure, each category corresponds to a number, with a number being added in each detail step, so that the number of digits increases with increasing concretization Of the number, while further characters (-,:,], +) allow the notation of special meanings.
1049	Classification Scheme for Illinois State Publications	http://hdl.handle.net/2142/3824	The need for a scheme/system to classify state documents has become increasingly apparent as more and more emphasis has been placed on libraries to acquire and service this important body of material. Because of the diversity in library organizational patterns, documents librarians could probably never agree on one system for classifying state documents. However, those libraries which maintain a separate collection of state documents and also a separate federal documents collection classified by the Superintendent of Documents Classification scheme will be interested in the classification scheme for State of Illinois documents used by the Documents Section, Library, University of Illinois at Chicago Circle. By applying similar principles, this scheme is easily adaptable for publications of other states. Although the scheme is now presented in nearly as complete a form as possible, it is still subject to any changes made necessary by Illinois government organizational changes.
105	Powerhouse Museum Object Names Thesaurus	http://www.powerhousemuseum.com/pdf/publications/phm-thesaurus-sept09.pdf	The thesaurus has been developed specifically for our collection. The Powerhouse collection covers a wide variety of subject areas and many different types of objects are included. There are approximately 8,600 terms. But we do not claim to have a comprehensive list of all objects and we are actively seeking contributions to broaden the appeal of the thesaurus. We have recently added a number of new terms at the request of the National Museum of Australia, and we continue to work with them in developing the thesaurus. We are hopeful that with contributions from other institutions we can create an Australian standard for object name terminology. This object name thesaurus provides a standard terminology for naming objects. It does not claim to provide the correct name for an object. It merely provides a name for use in museum cataloguing systems to enable accurate retrieval of information about objects. The hierarchical structure of the thesaurus assists in searching. By organising object names, the relationships between objects can be made explicit. Object names are organised according to their hierarchical, associative or equivalence relationships. The object name thesaurus allows for more than one broader term for each object name. Any term is permitted to have multiple broader terms, for example 'Bubble pipes' has the broader terms of 'Pipes' and 'Toys'. There is no single hierarchy in which an object name is located, enabling it to by found by searchers approaching with different concepts in mind. All terms within the thesaurus are plural. This standard was determined when the thesaurus was first published. The thesaurus attempts to place object names within an Australian context; we therefore commonly use the Macquarie Dictionary as a general guideline when deciding on the preferred or non-preferred spelling for a term. The purpose of the Powerhouse Museum Object Name Thesaurus is to provide object name terms within an Australian context, for indexing museum collections. It also provides a controlled vocabulary that facilitates easier searching of collection databases for specific object types. A secondary purpose of a thesaurus can be to aid in the general understanding of a subject area. A thesaurus can provide a 'semantic map' by showing the inter-relationship between objects and help to provide definitions of terms. This is particularly true for the Powerhouse Museum Object Name Thesaurus which can provide a greater understanding of an object and the relationships between different types of objects.
1050	Systematics for children's and youth libraries	https://www.oebib.de/medien/katalog-aufstellung/aufstellung/	The systematic classification of children's and youth libraries is based on age grades and on formal criteria, whereby children's and youth literature is structured in the same way as the ASB groups.
1051	Classfication of the city library Duisburg	https://www2.duisburg.de/stadtbib/medien/bindata/SSD_CD-ROM.pdf	The classfication of the city library Duisburg (SSD) is a classification for the content development of public libraries and was developed specifically for the needs of the Stadtbibliothek Duisburg in line with the ASB. It was first published in 1966 and has since been revised several times; The versions published in 1980 and 1987 bear the name 'classification of the literary literature and the fine literature'. The SSD is widely used in many public libraries and school libraries in Germany and Austria.
1052	Sound carrier systematics		The sound carrier systematics are practice-oriented according to content (musical genres and forms) as well as formal (occupation) criteria.
1053	Andalusian Historical Heritage Thesaurus	http://www.iaph.es/tesauro/init.htm	The Andalusian Historical Heritage Thesaurus (TPHA) is the first integrating experience of all disciplines related to Historical Heritage in a single documentary language.  From the beginning, we opted for an innovative concept of Historical Heritage that understands the patrimonial property in relation to the context in which it is developed and from a polyvalent interpretation of it. In this sense, it is an ambitious and novel instrument that allows the possibility of approaching heritage from different perspectives and allows the description of the same object from different disciplinary perspectives.  In 1995, the Andalusian Institute of Historical Heritage from its Documentation Center, opted for the development of a documentary language capable of facilitating the processing and retrieval of information, as well as the integration of the different heritage databases that make up the System Of Historical Andalusian Heritage Information (SIPHA), resulting in the end of 1998 the publication of the Andalusian Historical Heritage Thesaurus. The Andalusian Historical Heritage Thesaurus has the vocation to be useful to all those institutions and researchers related to the knowledge and systematization of historical heritage information, not only at the regional level but also at the national level, constituting an instrument capable of adapting to the needs Raised from the different patrimonial areas. With the same purpose and objectives, we present the Internet version of the TPHA, which allows the consultation of the Thesaurus through its hierarchical and alphabetical structure, making it accessible to all types of users. From here, we invite its use and enrichment, since we are convinced that the application of the same documentary language in the systematization of the information of the Historical Heritage will have a positive impact on the knowledge and management of the same.
1054	SFI Coding and Classification System for Ship Information	http://www.dtic.mil/cgi-bin/GetTRDoc?AD=ADA446592	The SFI Group System is the most widely-used classification system for maritime and offshore industries worldwide. The SFI Group System ties together all vessel management functions, such as operations, purchasing, accounting, maintenance, quality, etc. The SFI Code is an international classification standard providing a highly functional division of technical and financial information.
1055	Document Classification Scheme	http://s7d9.scene7.com/is/content/SAQ/plan-classification-fr	At the same time, the National Library, the National Archives and the Greater Montréal Public Library, the Bibliothèque et Archives nationales du Québec (BAnQ) gathers, preserves and disseminates the Quebec and Québec documentary heritage.
1056		http://www.podcastmcq.org/fr/documents/complexe/plan_classification.pdf	
1057		https://www.banq.qc.ca/a_propos_banq/acces_a_linfo/plan_de_classification/	
1058	Hydro-Québec Document Classification Scheme	http://www.hydroquebec.com/publications/fr/loi-sur-acces/plan-classification-documents.html	Hydro-Québec's classification classification plan is a hierarchical and logical structure made up of headings in which the company's activities are presented and which allows the classification, classification and identification of documents produced or received by the company, Company, whatever the medium. Each heading contains a code, a title and a description.
1059	Classification Plan	http://www.electionsquebec.qc.ca/documents/pdf/plan-de-classification.pdf	The classification plan is a structure consisting of ratings and headings describing all the processes and activities of the DGEQ, which are used to classify all documents and files and to contribute to their identification. Reference and research, this plan helps to know our activities for which documents and files have been produced and received, thus facilitating the exercise of the right of access to information.
106	Telecommunications Object Thesaurus	http://www.connected-earth.com/Thecollection/Thesaurus/	The structure is designed to accommodate additional terms. It is hierarchically structured using the 'kind of' rule, eg public telephone kiosk is a kind of telephone kiosk, but you can also find terms by a search function and an A-Z index. Importantly, this thesaurus has a wiki facility so you can add additional scope notes and non-preferred terms straightaway. Connected Earth's Telecommunciations Object Thesaurus gives a common language for telecommunciations heritage objects.
